,SubAntioquia,SubArauca,SubAtlantico,SubBogota,SubBolivar,SubBoyaca-Casanare,SubCaqueta,SubCauca-Narinno,SubCerromatoso,SubCordoba-Sucre,SubCQR,SubGCM,SubHuila-Tolima,SubMeta,SubNorteSantander,SubPutumayo,SubSantander,SubValle,Exports
2022-06-30 11:00:00,-1383847.932,-168327.81,-984416.8005,-3022459.86546,-573459.32826,-374662.91142,-117876.14244000001,-343209.7179,-247710.41946,-513273.49416000006,-550950.0444,-740511.8091000001,-424067.9877,-272745.09864,-340517.25414,-30702.24864,-562403.4935399999,-1188990.96498,-3515.8788
2022-06-30 12:00:00,-1388004.069,-166692.59459999998,-976343.0241599999,-3022834.73688,-580240.44666,-366501.70116,-110435.8626,-338767.37622,-247068.10674,-511457.07311999996,-538652.7531,-761580.2237399999,-413303.0958,-262627.94628,-321478.53192000004,-30293.333280000003,-545615.4362400001,-1180502.51508,-36.5778
2022-06-30 13:00:00,-1359877.494,-168740.8569,-993923.04564,-2963942.24742,-599031.4302000001,-365528.97359999997,-111437.4492,-329192.05788,-249797.6775,-526947.04566,-531649.6680599999,-805106.5054200001,-417409.37028,-269087.51268000004,-341301.11778,-30094.88832,-557692.07634,-1180879.37478,-1591.0398
2022-06-30 14:00:00,-1345053.802,-170467.31016,-1006835.7348,-2946541.0753800003,-609773.47452,-373471.21098,-115455.9231,-330379.52346000005,-254021.56542,-542126.39292,-534117.45618,-818818.05348,-433069.85484,-274740.99786,-359662.275,-31208.161320000003,-575587.31202,-1208377.02258,-1284.9228
2022-06-30 15:00:00,-1337523.905,-170018.93286,-1013709.73158,-2917037.8490400002,-610782.1020000001,-374888.16792000004,-117668.08746,-337559.2731,-254259.03636,-544412.295,-532121.91354,-807185.9502000001,-434160.0396,-282397.2795,-358234.97219999996,-31381.800659999997,-576792.03834,-1206138.30624,0.0
2022-06-30 16:00:00,-1319950.275,-168486.43518000003,-987950.1000600001,-2842466.4639000003,-600586.8561,-371095.84890000004,-118942.28388,-340079.94342,-252647.20908,-541221.9094799999,-524796.3189000001,-782814.15198,-427478.28479999996,-299306.57526,-346826.44583999994,-30866.89158,-565552.70352,-1187408.53854,-1999.8972
2022-06-30 17:00:00,-1283277.957,-167627.38859999998,-928384.5148199999,-2828182.55328,-582715.74438,-374319.66222,-121653.5733,-344994.57594,-250833.7566,-535864.3302600001,-517812.63156,-751198.53816,-414044.93592,-319433.59476,-334211.29056,-31610.524680000002,-551775.8295,-1140746.38272,-803.9304
2022-06-30 18:00:00,-1435926.889,-177062.93388,-1014811.40628,-3012735.54456,-642640.1007600001,-418547.89872,-139307.40306,-403926.55757999996,-271261.9413,-634644.55278,-572824.20762,-840183.4274399999,-445126.2291,-339506.11044,-346253.54903999995,-37362.989160000005,-572819.76486,-1222709.40288,-6820.821000000001
2022-06-30 19:00:00,-1456458.659,-178263.28674,-1047482.7237,-3029294.4696,-679031.9802,-422131.14342000004,-139188.41748,-425098.26954,-277335.01026,-678550.43088,-580703.60124,-877655.45448,-456491.95956,-339303.85523999995,-335539.98324000003,-40269.325319999996,-567067.59774,-1223424.4932,-47.1114
2022-06-30 20:00:00,-1386149.726,-175870.8063,-1071710.90712,-2977598.11104,-694383.99156,-407213.72874,-127913.63256,-399892.86539999995,-277776.19044,-687379.94514,-559421.27388,-891744.62706,-445316.51555999997,-330919.74594,-329959.8918,-38727.87912,-544993.79382,-1188465.4076399999,0.0
2022-06-30 21:00:00,-1180716.298,-171080.77518000003,-1028249.4096,-2657496.8813400003,-663200.31582,-374181.51960000006,-110080.1646,-347846.02398,-269326.91268,-631182.2076,-509967.0954,-857431.1151,-409515.95412,-327939.50574,-318084.92981999996,-33248.32308,-515059.30476,-1084741.39368,0.0
2022-06-30 22:00:00,-1052551.438,-165506.30837999997,-1009471.9887,-2387351.4525,-679691.1366000001,-341707.61646,-90861.24725999999,-301625.17056,-265497.20064,-612143.79912,-453738.52566,-841784.2813800001,-377565.4512,-304578.7416,-303347.34234,-28402.4034,-480048.0678,-1009313.9834400001,0.0
2022-06-30 23:00:00,-946656.485,-161703.70776,-981603.66276,-2192487.86106,-662535.62928,-323571.78252,-78497.61318,-266246.65368,-261606.74148,-581750.23788,-405819.54504,-808413.9021,-348060.53142,-275486.20848,-285674.99688,-24360.078960000003,-448202.30616,-918576.1922400001,-1996.7346
2022-07-01 00:00:00,-862643.658,-158480.2674,-948622.9977000001,-2067765.1029,-611423.694,-305037.40176000004,-76608.9261,-245224.38402,-251442.73098,-552666.17322,-374271.17994,-768447.4896,-321779.45394,-273929.65109999996,-268296.32466,-21649.530420000003,-423532.7334,-862764.62076,-2140.7148
2022-07-01 01:00:00,-829211.658,-156619.45026,-916268.8311,-1988846.60436,-581368.16304,-297671.57406,-73679.84442000001,-233932.8726,-248819.97798000003,-534652.52148,-360619.65324,-741628.6378200001,-310955.21478,-271241.86824,-258840.41022,-20347.80804,-407575.50876,-832732.75638,-2025.7902
2022-07-01 02:00:00,-813226.68,-157092.4782,-888318.48924,-1936641.76146,-566855.67456,-294608.86056,-71749.57482000001,-227369.51117999997,-246662.52534000002,-515060.68068000005,-351247.58045999997,-720506.22588,-305090.16048,-268452.9225,-251380.13796,-20098.34946,-395772.00768,-817455.10266,-2025.2988000000003
2022-07-01 03:00:00,-816153.9,-154872.74502,-868748.44392,-1960521.4251,-561059.7237,-294381.98622,-70013.4246,-226792.38456,-245170.68156,-502960.09932,-349498.3968,-701494.77888,-299874.08178,-266232.48246,-246559.2444,-19816.012440000002,-388618.85664,-808337.65068,-1389.1626
2022-07-01 04:00:00,-878884.382,-155265.39377999998,-847816.92828,-2131030.314,-553941.5048999999,-299041.6401,-71640.51048,-236251.8207,-244763.3475,-498879.77076,-359877.46032,-685911.3118200001,-296093.67984,-273706.93098,-245313.27576,-20152.4967,-390335.63688,-823821.39504,-721.5894000000001
2022-07-01 05:00:00,-989752.186,-156936.06306,-826816.8308400001,-2224538.127,-529344.37206,-319897.76112,-79679.0862,-279955.03284,-244233.0891,-484862.30352,-392725.33146,-640172.0946600001,-293705.15706,-274965.51852000004,-246851.38548000003,-22011.717419999997,-400323.0735,-861277.0660199999,-8259.4134
2022-07-01 06:00:00,-1083574.21,-158814.94104,-802417.1022,-2523377.7135,-508555.2843,-330795.0954,-86777.87831999999,-309592.80072,-238096.66986,-449914.4307,-418037.50674,-599963.74074,-298588.5504,-269872.46874000004,-251532.23634,-23725.39302,-414173.11950000003,-885435.5122199999,0.0
2022-07-01 07:00:00,-1168639.395,-159151.6332,-843651.49176,-2677212.5637600003,-525311.27586,-343875.23982,-94535.05824,-315392.6916,-241284.98016,-461838.08286,-453036.08826,-619361.70534,-330850.12086,-252152.83674,-282148.55802,-24856.191359999997,-460736.02764000004,-963399.717,-3349.0044000000003
2022-07-01 08:00:00,-1235145.019,-162782.06238,-903476.86254,-2831325.4582200004,-549141.02712,-357242.82678,-101574.02934,-323569.29527999996,-240611.71932,-485764.9965,-479711.53566,-652112.10918,-359775.04374,-267451.05996000004,-307245.88818,-26314.413300000004,-500468.02596000006,-1046412.2680200001,-4057.956
2022-07-01 09:00:00,-1271832.096,-164668.98168,-935007.0093,-2910810.33684,-562637.4264,-367229.11554,-107238.6693,-329337.18846,-243756.82926,-496694.0727,-503939.02104,-678197.47338,-386156.56968,-259467.92046,-321362.38133999996,-27543.6819,-522484.64226000005,-1099493.37288,-1207.71
2022-07-01 10:00:00,-1329505.989,-166449.41208,-965299.61052,-2998191.0042,-571942.47474,-373799.39814,-114968.09142000001,-338257.20348,-244801.00638,-501494.89697999996,-532421.39286,-708674.36346,-409035.879,-267430.48164,-333900.69552,-29440.949579999997,-544031.61372,-1147752.83574,-1209.9905999999999
2022-07-01 11:00:00,-1380442.856,-168206.86386,-983202.5435400001,-3034916.90964,-581215.446,-382542.8481,-117686.63466,-349180.09308,-246338.25426000002,-517128.05214,-550925.8637400001,-733227.25644,-427241.12382,-274924.4967,-340874.29908,-30954.55356,-559831.11156,-1187979.38154,0.0
2022-07-01 12:00:00,-1385386.136,-166278.91644,-979183.1586600001,-3035599.21476,-580065.34446,-371356.91712,-110202.2964,-339381.29358,-246001.25465999998,-518710.23036000005,-541037.41272,-751392.59076,-417058.92017999996,-271721.79845999996,-322074.89496,-29808.003960000002,-541776.3825599999,-1178631.0912600001,0.0
2022-07-01 13:00:00,-1349699.866,-168212.22516,-996843.61476,-2967715.66266,-600244.75854,-371591.29349999997,-110994.57306,-330996.68406,-249035.66981999998,-529438.15764,-533649.9054599999,-780252.3351,-416858.04216,-264028.92138,-340307.91396000003,-29896.11072,-551039.5233,-1180555.3670400002,-3675.1554
